symbol,eurocent
AUDCHF,4.9
AUDJPY,3.69
USDCHF,3.54
NZDUSD,3.1
GBPJPY,2.35
USDSEK,2.21
AUDUSD,2.19
AUDCAD,2.14
USDJPY,1.9
CADJPY,1.64
EURCHF,0.99
