symbol,eurocent
NZDCHF,5.73
AUDCHF,4.99
GBPCHF,4.78
NZDJPY,4.58
AUDJPY,3.82
USDCHF,3.42
NZDUSD,3.25
GBPSEK,3.14
NZDCAD,3.07
CADCHF,2.77
GBPJPY,2.55
AUDUSD,2.35
AUDCAD,2.22
USDSEK,1.99
USDJPY,1.83
CADJPY,1.61
USDCZK,1.31
EURCHF,1.06
GBPDKK,0.43
USDSGD,0.4
USDHKD,0.34
USDDKK,0.16
