symbol,eurocent
GBPJPY,5.32
AUDJPY,3.13
EURJPY,2.5
EURSGD,2.48
USDSEK,2.34
AUDCHF,2.16
USDCHF,1.89
USDSGD,1.2
USDRUB,0.89
NOKSEK,0.62
