symbol,eurocent
NZDCHF,5.72
AUDCHF,4.98
GBPCHF,4.78
NZDJPY,4.57
AUDJPY,3.81
USDCHF,3.41
NZDUSD,3.24
GBPSEK,3.13
NZDCAD,3.05
CADCHF,2.77
GBPJPY,2.54
AUDUSD,2.34
AUDCAD,2.21
USDSEK,1.99
USDJPY,1.83
CADJPY,1.61
USDCZK,1.31
EURCHF,1.06
GBPDKK,0.43
USDSGD,0.4
USDHKD,0.34
USDDKK,0.16
