symbol;eurocent
EURNZD;7,54
EURSGD;6,72
EURAUD;5,72
EURJPY;5,64
USDRUB;4,14
GBPAUD;4
USDSGD;2,83
EURUSD;2,67
EURCAD;2,29
EURGBP;1,7
AUDNZD;0,75
