symbol,eurocent
USDRUB,64.37
USDTRY,46.32
EURTRY,15.58
EURZAR,11.89
USDZAR,9.72
EURNZD,8.24
GBPNZD,7.41
EURAUD,6.49
USDMXN,5.69
GBPAUD,5.06
EURPLN,3.96
EURCAD,3.1
EURUSD,2.87
EURGBP,2.44
EURNOK,1.98
USDCNH,1.61
CHFJPY,1.51
XAUUSD,1.28
AUDNZD,0.94
USDPLN,0.89
GBPCAD,0.64
EURJPY,0.57
GBPUSD,0.45
USDCAD,0.44
GBPNOK,0.29
