symbol;eurocent
GBPJPY;9,89
AUDJPY;9,28
AUDCHF;4,47
NZDUSD;2,85
USDCHF;2,83
USDJPY;2,81
CADJPY;2,28
AUDUSD;2,06
AUDCAD;1,81
AUDSGD;1,76
NOKSEK;0,62
EURCHF;0,55
USDSEK;0,44
EURSEK;0,18
