symbol;eurocent
NZDCHF;5,63
AUDCHF;4,94
GBPCHF;4,73
NZDJPY;4,62
AUDJPY;3,84
USDCHF;3,57
NZDUSD;3,14
GBPSEK;3,06
NZDCAD;3,03
CADCHF;2,85
GBPJPY;2,44
AUDUSD;2,23
USDSEK;2,18
AUDCAD;2,14
USDJPY;1,97
CADJPY;1,71
USDCZK;1,22
EURCHF;1
GBPDKK;0,95
USDHKD;0,65
USDDKK;0,61
