symbol,eurocent
EURNZD,6.91
EURAUD,5.7
EURJPY,5.7
USDRUB,4.69
GBPAUD,4.44
EURSGD,2.23
EURUSD,2.23
EURCAD,1.71
EURGBP,1.32
USDSGD,0.89
AUDNZD,0.09
