symbol,eurocent
EURTRY,16.99
EURZAR,8.67
EURNZD,7.98
USDTRY,7.12
GBPNZD,6.74
USDZAR,6.53
EURAUD,6.52
USDMXN,5.61
GBPAUD,4.84
EURPLN,3.87
EURCAD,2.84
EURUSD,2.71
EURGBP,2.32
EURNOK,1.99
XAUUSD,1.85
USDRUB,1.8
CHFJPY,1.4
USDCNH,0.95
USDPLN,0.95
AUDNZD,0.83
EURJPY,0.39
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
