symbol,eurocent
EURTRY,16.79
EURZAR,8.51
EURNZD,8.02
USDTRY,7.04
GBPNZD,6.78
EURAUD,6.56
USDZAR,6.4
USDMXN,5.49
GBPAUD,4.87
EURPLN,3.85
EURCAD,2.85
EURUSD,2.71
EURGBP,2.38
EURNOK,1.99
XAUUSD,1.85
USDRUB,1.76
CHFJPY,1.4
USDCNH,0.95
USDPLN,0.95
AUDNZD,0.84
EURJPY,0.4
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
