symbol,eurocent
USDRUB,63.39
EURNZD,8.24
EURAUD,6.49
GBPAUD,5.06
EURCAD,3.09
EURUSD,2.89
EURGBP,2.37
AUDNZD,0.94
EURJPY,0.56
GBPUSD,0.45
USDCAD,0.43
