symbol;eurocent
USDRUB;64,31
EURNZD;8,25
EURAUD;6,47
GBPAUD;5,05
EURCAD;3,12
EURUSD;2,87
EURGBP;2,4
AUDNZD;0,94
EURJPY;0,55
GBPUSD;0,45
USDCAD;0,44
