symbol;eurocent
USDRUB;16,19
EURNZD;7,41
EURAUD;6,03
GBPAUD;4,8
EURCAD;2,66
EURUSD;2,31
EURGBP;2,02
AUDNZD;0,51
EURJPY;0,49
