symbol,eurocent
EURNZD,6.8
EURJPY,5.7
EURAUD,5.57
USDRUB,4.63
GBPAUD,4.33
EURUSD,2.24
EURSGD,2.21
EURCAD,1.67
EURGBP,1.31
USDSGD,0.88
AUDNZD,0.09
