symbol;eurocent
AUDCHF;4,25
USDCHF;3,17
AUDJPY;2,93
NZDUSD;2,78
USDSEK;2,05
AUDUSD;1,82
AUDCAD;1,67
GBPJPY;1,36
CADJPY;1,3
USDJPY;1,28
EURCHF;0,58
