symbol;eurocent
USDRUB;22,42
EURNZD;7,13
EURAUD;5,71
GBPAUD;4,4
EURCAD;2,9
EURUSD;2,14
EURGBP;1,86
EURJPY;0,42
AUDNZD;0,23
USDCAD;0,17
