symbol,eurocent
GBPJPY,9.96
AUDJPY,9.35
AUDCHF,4.47
NZDUSD,2.85
USDCHF,2.83
USDJPY,2.83
CADJPY,2.3
AUDUSD,2.07
AUDCAD,1.86
AUDSGD,1.78
NOKSEK,0.62
EURCHF,0.56
USDSEK,0.45
EURSEK,0.18
