symbol;eurocent
AUDCHF;4,23
AUDJPY;2,97
NZDUSD;2,9
USDCHF;2,9
AUDUSD;2,03
AUDCAD;1,91
USDSEK;1,64
GBPJPY;1,2
USDJPY;1,12
CADJPY;0,98
EURCHF;0,37
