symbol,eurocent
GBPJPY,9.95
AUDJPY,9.34
AUDCHF,9.05
USDSEK,6.9
USDCHF,6.13
NZDUSD,3.05
USDJPY,2.83
CADJPY,2.29
EURCHF,2.04
AUDUSD,1.82
AUDSGD,1.77
AUDCAD,1.47
NOKSEK,1.29
EURSEK,1.27
