symbol,eurocent
EURNZD,6.83
EURJPY,5.72
EURAUD,5.58
USDRUB,4.59
GBPAUD,4.34
EURUSD,2.23
EURSGD,2.22
EURCAD,1.69
EURGBP,1.31
USDSGD,0.88
AUDNZD,0.09
