symbol,eurocent
EURTRY,16.81
EURZAR,8.59
EURNZD,7.91
USDTRY,7.04
GBPNZD,6.69
USDZAR,6.47
EURAUD,6.46
USDMXN,5.51
GBPAUD,4.79
EURPLN,3.91
EURCAD,2.82
EURUSD,2.66
EURGBP,2.48
EURNOK,1.99
XAUUSD,1.81
USDRUB,1.77
CHFJPY,1.34
USDPLN,0.96
USDCNH,0.94
AUDNZD,0.83
EURJPY,0.38
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
