symbol;eurocent
EURNZD;7,59
EURSGD;6,77
EURAUD;5,71
EURJPY;5,67
USDRUB;4,23
GBPAUD;3,99
USDSGD;2,84
EURUSD;2,68
EURCAD;2,31
EURGBP;1,7
AUDNZD;0,75
