symbol,eurocent
EURNZD,7.58
EURSGD,6.75
EURAUD,5.72
EURJPY,5.7
USDRUB,4.16
GBPAUD,4
USDSGD,2.84
EURUSD,2.67
EURCAD,2.29
EURGBP,1.7
AUDNZD,0.75
