symbol,eurocent
EURTRY,16.9
EURZAR,8.42
EURNZD,7.95
USDTRY,7.08
GBPNZD,6.71
EURAUD,6.48
USDZAR,6.34
USDMXN,5.52
GBPAUD,4.81
EURPLN,3.86
EURCAD,2.84
EURUSD,2.72
EURGBP,2.33
EURNOK,1.97
XAUUSD,1.85
USDRUB,1.79
CHFJPY,1.4
USDCNH,0.95
USDPLN,0.95
AUDNZD,0.83
EURJPY,0.4
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
