symbol;eurocent
GBPJPY;9,98
AUDJPY;9,37
AUDCHF;4,48
NZDUSD;2,86
USDCHF;2,84
USDJPY;2,83
CADJPY;2,3
AUDUSD;2,07
AUDCAD;1,86
AUDSGD;1,78
NOKSEK;0,62
EURCHF;0,56
USDSEK;0,45
EURSEK;0,18
