symbol;eurocent
GBPJPY;9,9
AUDJPY;9,29
AUDCHF;4,46
NZDUSD;2,84
USDCHF;2,83
USDJPY;2,81
CADJPY;2,28
AUDUSD;2,06
AUDCAD;1,85
AUDSGD;1,77
NOKSEK;0,62
EURCHF;0,55
USDSEK;0,45
EURSEK;0,18
