symbol,eurocent
EURNZD,7.57
EURSGD,6.75
EURAUD,5.7
EURJPY,5.7
USDRUB,4.19
GBPAUD,3.98
USDSGD,2.84
EURUSD,2.69
EURCAD,2.3
EURGBP,1.7
AUDNZD,0.75
