symbol;eurocent
USDRUB;64,55
EURNZD;8,17
EURAUD;6,48
GBPAUD;5,05
EURCAD;3,1
EURUSD;2,85
EURGBP;2,39
AUDNZD;0,93
EURJPY;0,55
GBPUSD;0,45
USDCAD;0,44
