symbol;eurocent
GBPJPY;9,93
AUDJPY;9,31
AUDCHF;4,45
NZDUSD;2,87
USDCHF;2,82
USDJPY;2,82
CADJPY;2,29
AUDUSD;2,08
AUDCAD;1,82
AUDSGD;1,77
NOKSEK;0,62
EURCHF;0,55
USDSEK;0,44
EURSEK;0,18
