symbol;eurocent
EURNZD;6,95
EURAUD;5,76
EURJPY;5,7
USDRUB;4,78
GBPAUD;4,48
EURSGD;2,26
EURUSD;2,26
EURCAD;1,73
EURGBP;1,34
AUDNZD;0,09
