symbol,eurocent
EURNZD,6.86
EURJPY,5.72
EURAUD,5.62
USDRUB,4.69
GBPAUD,4.37
EURUSD,2.25
EURSGD,2.23
EURCAD,1.69
EURGBP,1.32
USDSGD,0.88
AUDNZD,0.09
