symbol,eurocent
USDRUB,63.03
EURNZD,8.19
EURAUD,6.42
GBPAUD,5
EURCAD,3.07
EURUSD,2.88
EURGBP,2.36
AUDNZD,0.94
EURJPY,0.57
GBPUSD,0.45
USDCAD,0.43
