symbol,eurocent
NZDCHF,5.6
AUDCHF,4.91
GBPCHF,4.7
NZDJPY,4.59
AUDJPY,3.82
USDCHF,3.56
NZDUSD,3.12
GBPSEK,3.08
NZDCAD,3.04
CADCHF,2.84
GBPJPY,2.43
AUDUSD,2.21
USDSEK,2.19
AUDCAD,2.14
USDJPY,1.97
CADJPY,1.7
USDCZK,1.22
EURCHF,0.99
GBPDKK,0.95
USDHKD,0.65
USDDKK,0.61
