symbol,eurocent
GBPJPY,5.38
AUDJPY,3.16
EURJPY,2.53
EURSGD,2.5
USDSEK,2.35
AUDCHF,2.16
USDCHF,1.88
USDSGD,1.21
USDRUB,0.88
NOKSEK,0.63
