symbol,eurocent
EURTRY,16.92
EURZAR,8.6
EURNZD,7.96
USDTRY,7.09
GBPNZD,6.73
EURAUD,6.5
USDZAR,6.47
USDMXN,5.6
GBPAUD,4.83
EURPLN,3.86
EURCAD,2.85
EURUSD,2.71
EURGBP,2.33
EURNOK,1.98
XAUUSD,1.84
USDRUB,1.8
CHFJPY,1.39
USDCNH,0.95
USDPLN,0.95
AUDNZD,0.83
EURJPY,0.39
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
