symbol;eurocent
AUDCHF;4,94
AUDJPY;3,83
USDCHF;3,58
NZDUSD;3,13
GBPJPY;2,44
AUDUSD;2,21
USDSEK;2,18
AUDCAD;2,12
USDJPY;1,97
CADJPY;1,71
EURCHF;1
