symbol,eurocent
EURTRY,16.83
EURZAR,8.33
EURNZD,7.91
USDTRY,7.05
GBPNZD,6.68
EURAUD,6.47
USDZAR,6.28
USDMXN,5.46
GBPAUD,4.81
EURPLN,3.83
EURCAD,2.85
EURUSD,2.73
EURGBP,2.32
EURNOK,1.96
XAUUSD,1.86
USDRUB,1.77
CHFJPY,1.42
USDCNH,0.95
USDPLN,0.94
AUDNZD,0.83
EURJPY,0.4
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
