symbol,eurocent
EURTRY,16.85
EURZAR,8.72
EURNZD,8.01
USDTRY,7.06
GBPNZD,6.76
USDZAR,6.56
EURAUD,6.53
USDMXN,5.63
GBPAUD,4.85
EURPLN,3.87
EURCAD,2.85
EURUSD,2.7
EURGBP,2.3
EURNOK,2
XAUUSD,1.84
USDRUB,1.79
CHFJPY,1.39
USDPLN,0.95
USDCNH,0.94
AUDNZD,0.84
EURJPY,0.39
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
