symbol;eurocent
AUDCHF;4,27
USDCHF;3,18
AUDJPY;2,93
NZDUSD;2,83
USDSEK;2,05
AUDUSD;1,85
AUDCAD;1,68
GBPJPY;1,36
CADJPY;1,29
USDJPY;1,28
EURCHF;0,58
