symbol,eurocent
USDRUB,14.77
EURNZD,7.53
EURAUD,5.72
GBPAUD,4.31
EURCAD,3.08
EURUSD,2.61
EURGBP,2.08
EURJPY,0.8
AUDNZD,0.58
GBPUSD,0.23
