symbol,eurocent
USDRUB,14.84
EURNZD,7.52
EURAUD,5.73
GBPAUD,4.31
EURCAD,3.1
EURUSD,2.65
EURGBP,2.12
EURJPY,0.8
AUDNZD,0.58
GBPUSD,0.23
