symbol,eurocent
EURNZD,7.58
EURSGD,6.76
EURAUD,5.73
EURJPY,5.73
USDRUB,4.18
GBPAUD,4.01
USDSGD,2.84
EURUSD,2.67
EURCAD,2.29
EURGBP,1.7
AUDNZD,0.75
