symbol;eurocent
AUDCHF;4,35
AUDJPY;3,16
USDCHF;2,99
NZDUSD;2,93
AUDUSD;2,13
AUDCAD;1,98
USDSEK;1,89
GBPJPY;1,51
USDJPY;1,26
CADJPY;1,2
EURCHF;0,55
