symbol,eurocent
USDRUB,15.79
EURNZD,7.49
EURAUD,6.03
GBPAUD,4.71
EURCAD,2.67
EURUSD,2.3
EURGBP,1.76
EURJPY,0.31
AUDNZD,0.21
