symbol,eurocent
EURTRY,16.65
EURZAR,8.55
EURNZD,7.89
USDTRY,6.98
GBPNZD,6.66
EURAUD,6.44
USDZAR,6.44
USDMXN,5.5
GBPAUD,4.78
EURPLN,3.9
EURCAD,2.83
EURUSD,2.66
EURGBP,2.51
EURNOK,1.97
XAUUSD,1.81
USDRUB,1.74
CHFJPY,1.35
USDPLN,0.96
USDCNH,0.94
AUDNZD,0.82
EURJPY,0.38
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
