symbol;eurocent
EURNZD;7,56
EURSGD;6,74
EURAUD;5,75
EURJPY;5,64
USDRUB;4,15
GBPAUD;4,02
USDSGD;2,83
EURUSD;2,67
EURCAD;2,29
EURGBP;1,7
AUDNZD;0,75
