symbol,eurocent
AUDCHF,4.17
AUDJPY,3.06
USDCHF,2.89
NZDUSD,2.65
USDSEK,2.57
AUDUSD,1.87
AUDCAD,1.56
GBPJPY,1.44
CADJPY,1.29
USDJPY,1.2
EURCHF,0.55
NOKSEK,0.38
EURSEK,0.32
