symbol;eurocent
USDRUB;63,13
EURNZD;8,18
EURAUD;6,44
GBPAUD;5,02
EURCAD;3,1
EURUSD;2,88
EURGBP;2,37
AUDNZD;0,94
EURJPY;0,56
GBPUSD;0,45
USDCAD;0,44
