symbol,eurocent
EURTRY,16.8
EURZAR,8.7
EURNZD,8.05
USDTRY,7.04
GBPNZD,6.8
EURAUD,6.56
USDZAR,6.55
USDMXN,5.6
GBPAUD,4.87
EURPLN,3.84
EURCAD,2.86
EURUSD,2.7
EURGBP,2.3
EURNOK,2
XAUUSD,1.84
USDRUB,1.79
CHFJPY,1.39
USDPLN,0.95
USDCNH,0.94
AUDNZD,0.84
EURJPY,0.39
GBPCAD,0.21
EURHKD,0.14
USDCAD,0.03
