symbol;eurocent
AUDCHF;4,87
AUDJPY;3,68
USDCHF;3,52
NZDUSD;3,11
GBPJPY;2,35
USDSEK;2,21
AUDUSD;2,2
AUDCAD;2,14
USDJPY;1,89
CADJPY;1,64
EURCHF;0,98
