symbol,eurocent
USDRUB,24.33
EURNZD,7.27
EURAUD,5.69
GBPAUD,4.23
EURCAD,2.9
EURUSD,2.38
EURGBP,1.86
AUDNZD,0.51
EURJPY,0.44
